Record Length,2500,Points,-899.999984540E-6,39.99999911E-3,,Record Length,2500,Points,-899.999984540E-6,39.99999911E-3,
Sample Interval,2.0000000E-6,s,-897.999969311E-6,19.9999996E-3,,Sample Interval,2.0000000E-6,s,-897.999969311E-6,19.9999996E-3,
Trigger Point,449.999993406,Samples,-896.000012290E-6,39.99999911E-3,,Trigger Point,449.999993406,Samples,-896.000012290E-6,19.9999996E-3,
,,,-893.999997061E-6,19.9999996E-3,,,,,-893.999997061E-6,19.9999996E-3,
,,,-891.999981832E-6,19.9999996E-3,,,,,-891.999981832E-6,39.99999911E-3,
,,,-889.999966603E-6,39.99999911E-3,,,,,-889.999966603E-6,19.9999996E-3,
Source,CH1,,-888.000009581E-6,0.0,,Source,CH2,,-888.000009581E-6,19.9999996E-3,
Vertical Units,Volts,,-885.999994352E-6,19.9999996E-3,,Vertical Units,Volts,,-885.999994352E-6,19.9999996E-3,
Vertical Scale,499.999988824E-3,,-883.999979123E-6,19.9999996E-3,,Vertical Scale,499.999988824E-3,,-883.999979123E-6,19.9999996E-3,
Vertical Offset,0,,-881.999963894E-6,39.99999911E-3,,Vertical Offset,0,,-881.999963894E-6,39.99999911E-3,
Horizontal Units,s,,-880.000006873E-6,39.99999911E-3,,Horizontal Units,s,,-880.000006873E-6,19.9999996E-3,
Horizontal Scale,499.999998738E-6,,-877.999991644E-6,19.9999996E-3,,Horizontal Scale,499.999998738E-6,,-877.999991644E-6,39.99999911E-3,
Pt Fmt,Y,,-875.999976415E-6,39.99999911E-3,,Pt Fmt,Y,,-875.999976415E-6,39.99999911E-3,
Yzero,-3.08000000,,-873.999961186E-6,19.9999996E-3,,Yzero,-3.08000000,,-873.999961186E-6,19.9999996E-3,
Probe Atten,10.0000000,,-872.000004165E-6,39.99999911E-3,,Probe Atten,10.0000000,,-872.000004165E-6,19.9999996E-3,
,,,-869.999988936E-6,19.9999996E-3,,,,,-869.999988936E-6,39.99999911E-3,
Note,TBS 1102 - 15:13:13   02/04/2019,,-867.999973707E-6,19.9999996E-3,,Note,TBS 1102 - 15:13:13   02/04/2019,,-867.999973707E-6,19.9999996E-3,
,,,-865.999958478E-6,19.9999996E-3,,,,,-865.999958478E-6,39.99999911E-3,
,,,-864.000001457E-6,19.9999996E-3,,,,,-864.000001457E-6,19.9999996E-3,
,,,-861.999986228E-6,-19.9999996E-3,,,,,-861.999986228E-6,39.99999911E-3,
,,,-859.999970999E-6,19.9999996E-3,,,,,-859.999970999E-6,19.9999996E-3,
,,,-857.999955770E-6,39.99999911E-3,,,,,-857.999955770E-6,39.99999911E-3,
,,,-855.999998748E-6,0.0,,,,,-855.999998748E-6,19.9999996E-3,
,,,-853.999983519E-6,19.9999996E-3,,,,,-853.999983519E-6,19.9999996E-3,
,,,-851.999968290E-6,19.9999996E-3,,,,,-851.999968290E-6,19.9999996E-3,
,,,-850.000011269E-6,19.9999996E-3,,,,,-850.000011269E-6,0.0,
,,,-847.999996040E-6,19.9999996E-3,,,,,-847.999996040E-6,19.9999996E-3,
,,,-845.999980811E-6,19.9999996E-3,,,,,-845.999980811E-6,19.9999996E-3,
,,,-843.999965582E-6,19.9999996E-3,,,,,-843.999965582E-6,19.9999996E-3,
,,,-842.000008561E-6,19.9999996E-3,,,,,-842.000008561E-6,19.9999996E-3,
,,,-839.999993332E-6,39.99999911E-3,,,,,-839.999993332E-6,19.9999996E-3,
,,,-837.999978103E-6,19.9999996E-3,,,,,-837.999978103E-6,39.99999911E-3,
,,,-835.999962874E-6,19.9999996E-3,,,,,-835.999962874E-6,19.9999996E-3,
,,,-834.000005852E-6,19.9999996E-3,,,,,-834.000005852E-6,39.99999911E-3,
,,,-831.999990623E-6,19.9999996E-3,,,,,-831.999990623E-6,39.99999911E-3,
,,,-829.999975394E-6,19.9999996E-3,,,,,-829.999975394E-6,19.9999996E-3,
,,,-827.999960165E-6,19.9999996E-3,,,,,-827.999960165E-6,19.9999996E-3,
,,,-826.000003144E-6,19.9999996E-3,,,,,-826.000003144E-6,39.99999911E-3,
,,,-823.999987915E-6,19.9999996E-3,,,,,-823.999987915E-6,39.99999911E-3,
,,,-821.999972686E-6,39.99999911E-3,,,,,-821.999972686E-6,39.99999911E-3,
,,,-819.999957457E-6,0.0,,,,,-819.999957457E-6,39.99999911E-3,
,,,-818.000000436E-6,19.9999996E-3,,,,,-818.000000436E-6,19.9999996E-3,
,,,-815.999985207E-6,19.9999996E-3,,,,,-815.999985207E-6,19.9999996E-3,
,,,-813.999969978E-6,0.0,,,,,-813.999969978E-6,19.9999996E-3,
,,,-812.000012957E-6,19.9999996E-3,,,,,-812.000012957E-6,19.9999996E-3,
,,,-809.999997728E-6,39.99999911E-3,,,,,-809.999997728E-6,19.9999996E-3,
